,gene,highly_variable_rank
108,SMIM14,192.0
109,BEND4,202.0
110,CWH43,224.0
111,IGFBP7,85.0
112,SLC4A4,164.0
113,CCNI,104.5
114,PRKG2,17.0
115,HSD17B11,162.0
116,SPARCL1,211.0
117,SNCA,118.0
118,ARHGEF38,144.0
119,CAMK2D,174.0
120,TMEM184C,233.0
121,CPE,178.0
122,ACSL1,221.0
123,RETREG1,215.0
124,AMACR,23.5
125,LIFR,203.0
126,C7,113.0
127,PLPP1,169.0
128,MCCC2,56.0
129,MAP1B,180.0
130,THBS4,80.0
131,KCNN2,203.0
132,DMXL1,212.0
133,HSD17B4,67.0
134,IRF1,32.0
135,SAR1B,136.0
136,TGFBI,235.5
137,EGR1,63.0
138,SPRY4,240.5
139,DPYSL3,169.0
140,SLC26A2,226.0
141,CD74,32.0
142,SPARC,106.0
143,DUSP1,135.5
144,ERGIC1,225.0
145,STC2,158.0
146,GMDS,214.0
147,TUBB2A,204.0
148,TFAP2A,238.0
149,GCNT2,246.0
150,PAK1IP1,199.0
151,HIST1H4A,124.0
152,HIST1H4B,84.0
153,HIST1H4C,82.5
154,HIST1H2AC,96.0
155,HIST1H2BD,164.0
156,HIST1H3D,103.0
157,HIST1H2AD,189.0
158,HIST1H2BG,49.0
159,HIST1H2AE,235.5
160,HIST1H4H,56.0
161,HIST1H3H,49.5
162,HIST1H2BN,96.5
163,HLA-F,143.0
164,HLA-E,73.0
165,HSPA1A,155.0
166,HSPA1B,70.0
167,SNHG32,215.0
168,CFB,39.0
169,HLA-DRA,38.0
170,TAP1,142.0
171,HLA-DPA1,112.0
172,HLA-DPB1,95.0
173,UQCC2,126.0
174,CCDC167,218.0
175,GLO1,224.0
176,ELOVL5,208.0
177,MYO6,107.0
178,CDK19,152.5
179,AMD1,160.0
180,GJA1,230.0
181,CCN2,211.0
182,TCF21,178.0
183,SGK1,240.0
184,ARFGEF3,175.5
185,SYNE1,230.0
186,CNKSR3,91.0
187,EZR,197.0
188,SOD2,122.0
189,SLC22A3,194.0
190,KDELR2,235.0
191,TSPAN13,158.0
192,AGR2,58.5
193,NPY,38.0
194,TRGC1,178.0
195,AEBP1,160.5
196,IGFBP3,68.0
197,CLDN3,89.0
198,CLDN4,45.0
199,HSPB1,69.0
200,FGL2,121.0
201,STEAP4,226.0
202,STEAP1,179.5
203,STEAP2,96.0
204,COL1A2,67.0
205,BHLHA15,84.0
206,ZNF655,236.0
207,AZGP1,6.0
208,HIPK2,176.5
209,TCAF1,222.0
210,PTPRN2,111.0
211,CLU,123.0
212,ADGRA2,245.0
213,TCIM,179.0
214,POMK,217.0
215,CEBPD,133.5
216,PRKDC,208.0
217,FAM110B,237.5
218,SULF1,65.5
219,CRISPLD1,81.0
220,TPD52,140.5
221,ZBTB10,146.0
222,ZFAND1,205.0
223,TP53INP1,227.0
224,VPS13B,123.5
225,PABPC1,60.0
226,EIF3E,214.0
227,MAL2,176.0
228,TRIB1,160.0
229,MYC,48.0
230,BNC2,217.0
231,TPM2,116.0
232,ZFAND5,157.5
233,ALDH1A1,87.0
234,RORB,92.0
235,GNAQ,240.0
236,UBQLN1,185.0
237,GOLM1,28.5
238,TUT7,108.0
239,GADD45G,122.0
240,AUH,204.0
241,IARS,228.0
242,FBP1,146.0
243,ANP32B,142.0
244,NANS,73.0
245,C9orf152,180.0
246,ECPAS,139.5
247,PTGR1,46.0
248,KIAA1958,161.0
249,SLC31A1,193.0
250,TNC,115.5
251,GSN,88.0
252,PSMB7,214.0
253,HSPA5,195.0
254,ENG,112.0
255,CIZ1,243.0
256,ASS1,158.0
257,SURF1,177.0
258,PTGDS,27.0
259,SAPCD2,196.0
260,IDI1,240.5
261,PFKP,74.0
262,VIM,61.0
263,MSMB,15.0
264,ANK3,220.0
265,CHCHD1,223.0
266,KCNMA1,197.0
267,TMEM254,207.0
268,ACTA2,30.0
269,SORBS1,246.5
270,TM9SF3,127.0
271,SCD,48.5
272,IFITM3,198.0
273,CRACR2B,78.0
274,OR51E1,33.0
275,OR51E2,52.0
276,OR51C1P,50.0
277,MICAL2,186.0
278,NUCB2,84.0
279,LUZP2,161.0
280,CD44,163.0
281,C11orf96,221.0
282,TP53I11,70.0
283,CREB3L1,168.0
284,MDK,67.0
285,SERPING1,175.0
286,CYB561A3,37.5
287,FADS2,107.5
288,FTH1,72.0
289,ASRGL1,248.0
290,EEF1G,76.0
291,PLAAT4,21.0
292,PRDX5,208.0
293,GSTP1,199.0
294,PPP6R3,115.5
295,MRGPRF,191.0
296,TPCN2,190.0
297,ANO1,167.0
298,STARD10,77.0
299,CAPN5,181.0
300,PRSS23,147.0
301,FZD4,102.0
302,ENDOD1,235.0
303,TMEM123,81.0
304,TAGLN,55.0
305,MCAM,81.5
306,TRIM29,124.0
307,HSPA8,79.0
308,NCAPD3,117.0
309,ACAD8,23.0
310,GLB1L2,184.0
311,CRACR2A,196.0
312,VWF,148.0
313,C1S,209.0
314,C1R,133.0
315,A2M,146.5
316,FAM234B,238.0
317,H2AFJ,139.0
318,MGP,116.0
319,ARHGDIB,237.0
320,MGST1,126.0
321,ITPR2,226.0
322,NR4A1,37.5
323,KRT5,47.0
324,KRT8,205.0
325,KRT18,79.0
326,IGFBP6,247.5
327,PCBP2,155.5
328,SHMT2,90.5
329,LYZ,28.0
330,TSPAN8,65.0
331,OSBPL8,16.5
332,LUM,165.5
333,DCN,103.0
334,IGF1,127.0
335,ZNF664,213.5
336,MIPEP,43.0
337,LCP1,119.0
338,KLF5,194.0
339,TBC1D4,132.0
340,COMMD6,212.0
341,ABCC4,144.0
342,EFNB2,122.0
343,COL4A1,88.5
344,ATP11A,190.0
345,GNPNAT1,217.0
346,DHRS7,242.5
347,SGPP1,154.5
348,PLEKHH1,157.0
349,ARG2,124.5
350,RDH11,113.0
351,COX16,219.0
352,NPC2,199.5
353,LTBP2,133.0
354,FOS,35.0
355,WARS,54.0
356,EIF5,245.0
357,CKB,164.0
358,IGHA1,1.0
359,NIPA2,223.0
360,MEIS2,211.0
361,THBS1,154.0
362,B2M,35.0
363,C15orf48,127.0
364,FBN1,79.0
365,GABPB1,180.0
366,RAB27A,243.0
367,CIAO2A,192.0
368,PPIB,166.5
369,RAB11A,159.0
370,BBS4,86.0
371,ISLR,163.0
372,TMED3,227.0
373,ABHD17C,166.0
374,SEC11A,185.0
375,MFGE8,141.5
376,ABHD2,47.0
377,MESP1,67.0
378,SYNM,131.0
379,METTL26,244.0
380,IL32,58.0
381,LITAF,193.5
382,RSL1D1,170.0
383,ACSM1,21.5
384,CRYM,213.0
385,XPO6,195.0
386,NUPR1,232.0
387,ORAI3,146.0
388,IRX3,162.0
389,MT2A,7.0
390,MT1E,79.5
391,MT1G,20.0
392,MT1X,36.5
393,NUP93,147.0
394,CDH11,91.0
395,MON1B,6.0
396,CENPN,125.0
397,SERPINF1,147.5
398,UBB,201.0
399,RASD1,192.0
400,MFAP4,177.0
401,PPP1R1B,130.0
402,KRT15,16.0
403,EIF1,130.0
404,ACLY,115.0
405,SLC25A39,216.0
406,NSF,241.5
407,PRR15L,212.0
408,PRAC1,59.0
409,PRAC2,222.0
410,HOXB13,210.0
411,COL1A1,101.0
412,LIMD2,173.0
413,PECAM1,144.0
414,ABCA8,228.0
415,JPT1,217.0
416,H3F3B,161.0
417,SYNGR2,162.5
418,TIMP2,178.0
419,CANT1,201.0
420,PYCR1,203.5
421,DCXR,155.5
422,FASN,39.0
423,COLEC12,115.0
424,APCDD1,96.0
425,SNRPD1,113.0
426,ANKRD29,83.0
427,LAMA3,97.0
428,DSG2,239.0
429,SLC39A6,138.0
430,C18orf32,94.0
431,ATP8B1,117.0
432,SEC11C,151.0
433,CYB5A,239.0
434,CNDP2,174.0
435,LMNB2,100.0
436,GADD45B,244.0
437,EEF2,195.0
438,LDLR,207.0
439,CNN1,92.0
440,JUNB,99.0
441,IER2,57.0
442,NOTCH3,243.0
443,BST2,217.0
444,GDF15,53.0
445,LRP3,193.0
446,ZNF30,208.5
447,HSPB6,231.5
448,PPP1R14A,102.0
449,LTBP4,208.0
450,NECTIN2,131.0
451,FOSB,21.5
452,FTL,97.0
453,CD37,101.0
454,C19orf48,193.0
455,KLK4,217.0
456,KLK11,100.5
457,CDC42EP5,218.0
458,FKBP1A,157.0
459,PCNA,154.5
460,PLCB4,235.0
461,JAG1,211.0
462,ID1,150.0
463,MYL9,48.5
464,TGM2,60.0
465,WFDC2,138.5
466,CDH26,176.0
467,APP,131.0
468,PCP4,114.0
469,BACE2,79.0
470,TMPRSS2,205.0
471,COL18A1,234.0
472,COL6A2,225.0
473,MIF,184.0
474,XBP1,31.0
475,NEFH,22.0
476,SMTN,162.0
477,TIMP3,100.0
478,LGALS1,192.5
479,H1F0,179.0
480,EIF3L,167.5
481,RRP7A,155.0
482,FBLN1,108.0
483,TMSB4X,88.5
484,REPS2,198.5
485,SMS,196.0
486,PRDX4,147.0
487,EIF2S3,86.0
488,DDX3X,216.0
489,TIMP1,53.0
490,PAGE4,90.0
491,SPIN4,154.0
492,AR,180.0
493,PGK1,188.0
494,TMSB15A,218.0
495,PRPS1,143.0
496,NDUFA1,191.0
497,BGN,113.0
498,SSR4,241.0
499,FLNA,90.0
